ID,Label,Cost,NitRed,SedRed
8817,Sub478 InC-P50,142079.9748,16724.3247,1392.6396
8818,Sub478 InC-P250,710399.8739,32232.7087,1189.1171
8819,Sub478 InC-P500,1397220.58,35841.0128,913.3576
8820,Sub478 InC-P1000,2790313.264,37992.2298,345.241
8821,Sub478 InC-P2000,5575439.292,40659.2976,-712.8344
8822,Sub478 InC-M25,59516.4062,18806.0811,1391.4139
8823,Sub478 InC-M50,119032.8124,22953.8437,1356.1484
8824,Sub478 InC-M250,595164.0621,34627.1117,1106.2899
8825,Sub478 InC-M500,1166748.956,37174.6693,794.9547
8826,Sub478 InC-M1000,2329370.017,39251.5302,184.3199
8827,Sub478 InC-M2000,4653552.797,41685.2485,-1040.717
8828,Sub479 InC-P25,69364.5035,42649.7941,8188.4416
8829,Sub479 InC-P50,138729.007,55406.3486,8170.0475
8830,Sub479 InC-P250,693645.035,122823.3633,8027.5562
8831,Sub479 InC-P500,1363710.902,176397.0097,7848.4994
8832,Sub479 InC-P1000,2723293.908,246583.4374,7435.1687
8833,Sub479 InC-P2000,5441400.58,317506.0653,6534.1736
8834,Sub479 InC-M25,57840.9223,87982.0737,8103.8019
8835,Sub479 InC-M50,115681.8446,106270.4568,8059.0411
8836,Sub479 InC-M250,578409.2232,171865.5752,7818.7238
8837,Sub479 InC-M500,1133239.279,215378.6733,7543.9241
8838,Sub479 InC-M1000,2262350.661,273235.4612,7006.325
8839,Sub479 InC-M2000,4519514.086,336542.9701,5902.7337
8840,Sub480 InC-P25,69730.1871,49052.3603,9462.7492
8841,Sub480 InC-P50,139460.3742,64157.0174,9443.8741
8842,Sub480 InC-P250,697301.8709,140893.4453,9304.0429
8843,Sub480 InC-P500,1371024.574,201154.4088,9118.582
8844,Sub480 InC-P1000,2737921.252,278353.1921,8713.6489
8845,Sub480 InC-P2000,5470655.268,358412.1546,7834.9477
8846,Sub480 InC-M25,58206.6059,106314.0778,9362.7909
8847,Sub480 InC-M50,116413.2118,128601.7164,9313.5931
8848,Sub480 InC-M250,582066.0591,206628.6962,9054.2518
8849,Sub480 InC-M500,1140552.95,256552.8281,8776.6318
8850,Sub480 InC-M1000,2276978.005,320232.0667,8231.4492
8851,Sub480 InC-M2000,4548768.774,386539.6591,7148.2212
8852,Sub481 InC-P25,71133.1595,12477.5232,1152.0267
8853,Sub481 InC-P50,142266.319,18062.3849,1160.3876
8854,Sub481 InC-P250,711331.5952,40134.2787,1105.6385
8855,Sub481 InC-P500,1399084.023,47886.4234,919.3629
8856,Sub481 InC-P1000,2794040.149,51819.6722,511.0666
8857,Sub481 InC-P2000,5582893.062,54503.8285,-64.5001
8858,Sub481 InC-M25,59609.5783,17632.7189,1141.0208
8859,Sub481 InC-M50,119219.1567,22579.1136,1134.9218
8860,Sub481 InC-M250,596095.7835,42536.3711,1015.8184
8861,Sub481 InC-M500,1168612.399,49851.3471,801.6487
8862,Sub481 InC-M1000,2333096.902,53145.0087,333.1438
8863,Sub481 InC-M2000,4661006.568,56523.3024,-631.0144
8864,Sub482 InC-P25,71341.8239,60238.4613,10960.0516
8865,Sub482 InC-P50,142683.6478,76816.6468,10950.0182
8866,Sub482 InC-P250,713418.2391,163460.3403,10872.9902
8867,Sub482 InC-P500,1403257.31,235131.3392,10759.1975
8868,Sub482 InC-P1000,2802386.725,330213.5843,10478.9594
8869,Sub482 InC-P2000,5599586.213,429874.0718,9785.7948
8870,Sub482 InC-M25,59818.2427,132391.4585,10869.8105
8871,Sub482 InC-M50,119636.4855,159522.8946,10828.6147
8872,Sub482 InC-M250,598182.4273,254182.3044,10620.3861
8873,Sub482 InC-M500,1172785.687,313953.5316,10397.1258
8874,Sub482 InC-M1000,2341443.478,391710.576,9949.521
8875,Sub482 InC-M2000,4677699.719,470660.3598,8998.6916
8876,Sub483 InC-P25,71341.8239,26471.2676,1399.4857
8877,Sub483 InC-P50,142683.6478,35772.234,1373.0082
8878,Sub483 InC-P250,713418.2391,82501.6817,1159.0591
8879,Sub483 InC-P500,1403257.31,104936.6224,879.7573
8880,Sub483 InC-P1000,2802386.725,118552.0664,307.9312
8881,Sub483 InC-P2000,5599586.213,125201.1242,-849.9814
8882,Sub483 InC-M25,59818.2427,33777.3866,1362.1621
8883,Sub483 InC-M50,119636.4855,41963.8617,1325.073
8884,Sub483 InC-M250,598182.4273,80282.0114,1064.2932
8885,Sub483 InC-M500,1172785.687,105591.1802,743.0516
8886,Sub483 InC-M1000,2341443.478,121001.7978,92.4755
8887,Sub483 InC-M2000,4677699.719,126880.7037,-1221.5511
8888,Sub484 InC-P25,71341.8239,19784.8664,2572.3376
8889,Sub484 InC-P50,142683.6478,27502.8709,2558.384
8890,Sub484 InC-P250,713418.2391,59708.4406,2430.905
8891,Sub484 InC-P500,1403257.31,75820.0266,2236.4406
8892,Sub484 InC-P1000,2802386.725,84987.4104,1788.053
8893,Sub484 InC-P2000,5599586.213,89890.9043,813.1234
8894,Sub484 InC-M25,59818.2427,33400.0024,2546.7691
8895,Sub484 InC-M50,119636.4855,40906.7665,2521.5725
8896,Sub484 InC-M250,598182.4273,68110.2753,2329.8369
8897,Sub484 InC-M500,1172785.687,79572.9012,2080.9147
8898,Sub484 InC-M1000,2341443.478,87094.4209,1550.7972
8899,Sub484 InC-M2000,4677699.719,91268.2699,435.3276
8900,Sub485 InC-P25,71341.9604,-116025.1051,-748.6969
8901,Sub485 InC-P50,142683.9207,-102427.8867,-528.0335
8902,Sub485 InC-P250,713419.6035,-4655.9657,1120.0217
8903,Sub485 InC-P500,1403260.039,90684.0574,2939.4449
8904,Sub485 InC-P1000,2802392.183,228965.9338,5998.0656
8905,Sub485 InC-P2000,5599597.129,400771.9001,10617.1671
8906,Sub485 InC-M25,59818.3792,-110448.706,-538.114
8907,Sub485 InC-M50,119636.7583,-96031.2685,-317.6442
8908,Sub485 InC-M250,598183.7917,5345.0188,1294.2012
8909,Sub485 InC-M500,1172788.416,102715.1376,3011.6344
8910,Sub485 InC-M1000,2341448.935,247886.5036,5789.6929
8911,Sub485 InC-M2000,4677710.634,429385.671,9836.1348
8912,Sub486 InC-P25,72193.4069,33234.9099,1677.4443
8913,Sub486 InC-P50,144386.8138,52676.1123,1722.7647
8914,Sub486 InC-P250,721934.0688,146025.5721,1905.9009
8915,Sub486 InC-P500,1420288.97,202997.9247,1983.4168
8916,Sub486 InC-P1000,2836450.044,253064.4583,1932.6896
8917,Sub486 InC-P2000,5667712.85,274453.3023,1512.2708
8918,Sub486 InC-M25,60669.8257,87871.8455,1832.5227
8919,Sub486 InC-M50,121339.6514,96338.1398,1757.5219
8920,Sub486 InC-M250,606698.257,177764.5029,1858.6177
8921,Sub486 InC-M500,1189817.346,225676.2837,1853.8844
8922,Sub486 InC-M1000,2375506.796,261769.2548,1702.306
8923,Sub486 InC-M2000,4745826.356,278998.2058,1162.7669
8924,Sub487 InC-P25,76986.5274,25093.1886,817.8251
8925,Sub487 InC-P50,153973.0547,39697.6125,896.5134
8926,Sub487 InC-P250,769865.2736,97587.439,1202.3185
8927,Sub487 InC-P500,1516151.379,119392.9742,1276.7343
8928,Sub487 InC-P1000,3028174.863,129403.7102,1146.6331
8929,Sub487 InC-P2000,6051162.489,132512.3761,607.7845
8930,Sub487 InC-M25,65462.9462,40924.46,868.803
8931,Sub487 InC-M50,130925.8924,53722.9459,928.6462
8932,Sub487 InC-M250,654629.4619,100651.4479,1108.5777
8933,Sub487 InC-M500,1285679.756,122433.0604,1120.7548
8934,Sub487 InC-M1000,2567231.616,131295.8351,936.9233
8935,Sub487 InC-M2000,5129275.995,133407.9096,312.9245
8936,Sub488 InC-P25,75051.0662,31497.736,1698.693
8937,Sub488 InC-P50,150102.1324,50083.8389,1782.0686
8938,Sub488 InC-P250,750510.6619,137784.5086,2320.4985
8939,Sub488 InC-P500,1477442.156,185280.2764,2745.684
8940,Sub488 InC-P1000,2950756.416,213254.7794,3108.608
8941,Sub488 InC-P2000,5896325.596,224631.9276,3048.0881
8942,Sub488 InC-M25,63527.485,69476.0666,1867.1594
8943,Sub488 InC-M50,127054.97,89993.376,1959.7479
8944,Sub488 InC-M250,635274.8502,166410.9114,2333.9574
8945,Sub488 InC-M500,1246970.532,200238.4024,2563.4977
8946,Sub488 InC-M1000,2489813.169,220455.8265,2715.1878
8947,Sub488 InC-M2000,4974439.102,227533.7292,2472.8628
8948,Sub489 InC-P25,76998.8523,56916.4334,271.4821
8949,Sub489 InC-P50,153997.7046,90443.8592,485.7408
8950,Sub489 InC-P250,769988.5228,273113.5269,1924.6574
8951,Sub489 InC-P500,1516397.878,414991.2008,3454.4437
8952,Sub489 InC-P1000,3028667.86,578515.5416,5919.3509
8953,Sub489 InC-P2000,6052148.483,708239.9292,9243.3457
8954,Sub489 InC-M25,65475.2711,181239.822,1094.9695
8955,Sub489 InC-M50,130950.5422,234187.1793,1474.3176
8956,Sub489 InC-M250,654752.711,428843.4057,3077.0735
8957,Sub489 InC-M500,1285926.254,553565.9379,4344.8854
8958,Sub489 InC-M1000,2567724.613,670697.7859,6193.8459
8959,Sub489 InC-M2000,5130261.989,750354.4597,8698.9279
8960,Sub490 InC-P25,72757.5704,2529.3248,569.521
8961,Sub490 InC-P50,145515.1408,2697.7188,713.5997
8962,Sub490 InC-P250,727575.7042,2912.772,1436.5089
8963,Sub490 InC-P500,1431572.24,2639.9991,1863.4226
8964,Sub490 InC-P1000,2859016.585,1991.3712,2157.9814
8965,Sub490 InC-P2000,5712845.934,292.8107,2094.1589
8966,Sub490 InC-M25,61233.9892,2836.5105,714.7102
8967,Sub490 InC-M50,122467.9785,2925.8806,848.0081
8968,Sub490 InC-M250,612339.8924,2840.9317,1388.4346
8969,Sub490 InC-M500,1201100.617,2445.5053,1685.2575
8970,Sub490 InC-M1000,2398073.338,1637.7546,1880.5097
8971,Sub490 InC-M2000,4790959.44,-303.5456,1736.1548
8972,Sub491 InC-P25,72462.4252,4997.8306,2030.9687
8973,Sub491 InC-P50,144924.8504,5070.886,2081.246
8974,Sub491 InC-P250,724624.2518,5573.2564,2443.2481
8975,Sub491 InC-P500,1425669.336,6055.1026,2811.3745
8976,Sub491 InC-P1000,2847210.776,6655.0197,3360.7765
8977,Sub491 InC-P2000,5689234.315,7118.3714,4009.1588
8978,Sub491 InC-M25,60938.844,1644.2173,1597.3018
8979,Sub491 InC-M50,121877.688,1706.8413,1644.996
8980,Sub491 InC-M250,609388.44,2104.1314,1976.8796
8981,Sub491 InC-M500,1195197.712,2436.5964,2312.1241
8982,Sub491 InC-M1000,2386267.528,2822.0161,2801.6866
8983,Sub491 InC-M2000,4767347.82,2500.4966,3325.1853
8984,Sub492 InC-P25,71297.421,11500.141,229.1747
8985,Sub492 InC-P50,142594.842,15404.7559,270.4376
8986,Sub492 InC-P250,712974.2098,27146.8757,461.4995
8987,Sub492 InC-P500,1402369.252,29482.6105,534.3381
8988,Sub492 InC-P1000,2800610.608,30172.1613,516.2383
8989,Sub492 InC-P2000,5596033.978,29229.7925,286.7451
8990,Sub492 InC-M25,59773.8398,17063.5909,264.893
8991,Sub492 InC-M50,119547.6796,20352.9763,296.4995
8992,Sub492 InC-M250,597738.398,28866.9713,413.1925
8993,Sub492 InC-M500,1171897.628,30231.657,446.3827
8994,Sub492 InC-M1000,2339667.36,30285.4954,391.6131
8995,Sub492 InC-M2000,4674147.484,28932.0401,119.0273
8996,Sub493 InC-P25,73078.4962,30377.7744,688.4557
8997,Sub493 InC-P50,146156.9924,37718.7282,802.5863
8998,Sub493 InC-P250,730784.9618,74883.1053,1545.5665
8999,Sub493 InC-P500,1437990.756,100532.3784,2241.987
9000,Sub493 InC-P1000,2871853.616,127102.3264,3145.1776
9001,Sub493 InC-P2000,5738519.995,141850.9765,3988.2568
9002,Sub493 InC-M25,61554.915,49234.2621,944.7742
9003,Sub493 InC-M50,123109.83,58082.6894,1089.1219
9004,Sub493 InC-M250,615549.15,90118.6452,1713.185
9005,Sub493 InC-M500,1207519.132,111163.1731,2191.9332
9006,Sub493 InC-M1000,2410910.369,134991.9077,2805.9151
9007,Sub493 InC-M2000,4816633.501,145248.7696,3396.2132
9008,Sub494 InC-P25,74058.9716,2404.6286,706.7921
9009,Sub494 InC-P50,148117.9433,3629.7502,842.4325
9010,Sub494 InC-P250,740589.7163,2206.3803,667.6122
9011,Sub494 InC-P500,1457600.265,1899.7983,594.3613
9012,Sub494 InC-P1000,2911072.634,941.518,396.8286
9013,Sub494 InC-P2000,5816958.03,-351.4473,39.721
9014,Sub494 InC-M25,62535.3904,1631.0506,513.791
9015,Sub494 InC-M50,125070.7809,1610.2303,506.7832
9016,Sub494 InC-M250,625353.9045,1354.1859,424.5278
9017,Sub494 InC-M500,1227128.641,989.6778,325.5056
9018,Sub494 InC-M1000,2450129.386,175.1073,126.6906
9019,Sub494 InC-M2000,4895071.536,-1535.0554,-291.1217
9020,Sub495 InC-P25,73868.2521,286987.5474,9918.7252
9021,Sub495 InC-P50,147736.5043,15236.7488,1670.8108
9022,Sub495 InC-P250,738682.5213,29200.6184,3838.5807
9023,Sub495 InC-P500,1453785.875,33963.5284,5695.4457
9024,Sub495 InC-P1000,2903443.854,35674.0051,7939.0882
9025,Sub495 InC-P2000,5801700.471,35129.6037,9985.4476
9026,Sub495 InC-M25,62344.671,1823221.382,51885.6048
9027,Sub495 InC-M50,124689.3419,24802.6959,2441.2446
9028,Sub495 InC-M250,623446.7096,34050.553,4321.2111
9029,Sub495 InC-M500,1223314.251,35850.4563,5724.1321
9030,Sub495 InC-M1000,2442500.607,36188.0172,7436.9899
9031,Sub495 InC-M2000,4879813.977,34905.6764,9092.8005
9032,Sub496 InC-P25,74058.9716,26391.9795,2576.0133
9033,Sub496 InC-P50,148117.9433,29471.6876,2770.1614
9034,Sub496 InC-P250,740589.7163,51375.8452,4231.8403
9035,Sub496 InC-P500,1457600.265,73302.6262,5860.2756
9036,Sub496 InC-P1000,2911072.634,104995.7046,8604.8503
9037,Sub496 InC-P2000,5816958.03,141556.7447,12716.0696
9038,Sub496 InC-M25,62535.3904,33026.7956,2683.3257
9039,Sub496 InC-M50,125070.7809,36254.5327,2875.2405
9040,Sub496 InC-M250,625353.9045,59110.4027,4308.8567
9041,Sub496 InC-M500,1227128.641,81791.8856,5883.4948
9042,Sub496 InC-M1000,2450129.386,114002.7369,8488.4473
9043,Sub496 InC-M2000,4895071.536,150033.1173,12297.3513
9044,Sub497 InC-P25,72642.2632,417388.2051,-2503.6593
9045,Sub497 InC-P50,145284.5263,524540.6303,-2038.8572
9046,Sub497 InC-P250,726422.6316,1124749.76,676.0051
9047,Sub497 InC-P500,1429266.095,1678525.723,3348.1977
9048,Sub497 InC-P1000,2854404.295,2556289.428,7900.4038
9049,Sub497 InC-P2000,5703621.353,3911302.059,15710.936
9050,Sub497 InC-M25,61118.682,2714543.488,8347.9711
9051,Sub497 InC-M50,122237.364,3446779.117,12197.3949
9052,Sub497 InC-M250,611186.8198,5922114.787,26757.9638
9053,Sub497 InC-M500,1198794.472,7385197.606,36669.607
9054,Sub497 InC-M1000,2393461.048,9119337.283,49883.0863
9055,Sub497 InC-M2000,4781734.859,11130569.88,67626.8757
9056,Sub498 InC-P25,74590.9405,0,0
9057,Sub498 InC-P50,149181.881,0,0
9058,Sub498 InC-P250,745909.4051,0,0
9059,Sub498 InC-P500,1468239.642,0,0
9060,Sub498 InC-P1000,2932351.389,0,0
9061,Sub498 InC-P2000,5859515.541,0,0
9062,Sub498 InC-M25,63067.3593,0,0
9063,Sub498 InC-M50,126134.7187,0,0
9064,Sub498 InC-M250,630673.5933,0,0
9065,Sub498 InC-M500,1237768.019,0,0
9066,Sub498 InC-M1000,2471408.142,0,0
9067,Sub498 InC-M2000,4937629.047,0,0
9068,Sub499 InC-P25,77016.7684,0,0
9069,Sub499 InC-P50,154033.5368,0,0
9070,Sub499 InC-P250,770167.6842,0,0
9071,Sub499 InC-P500,1516756.201,0,0
9072,Sub499 InC-P1000,3029384.505,0,0
9073,Sub499 InC-P2000,6053581.774,0,0
9074,Sub499 InC-M25,65493.1872,0,0
9075,Sub499 InC-M50,130986.3745,0,0
9076,Sub499 InC-M250,654931.8724,0,0
9077,Sub499 InC-M500,1286284.577,0,0
9078,Sub499 InC-M1000,2568441.258,0,0
9079,Sub499 InC-M2000,5131695.28,0,0
9080,Sub500 InC-P25,77027.0436,0,0
9081,Sub500 InC-P50,154054.0872,0,0
9082,Sub500 InC-P250,770270.4359,0,0
9083,Sub500 InC-P500,1516961.704,0,0
9084,Sub500 InC-P1000,3029795.512,0,0
9085,Sub500 InC-P2000,6054403.787,0,0
9086,Sub500 InC-M25,65503.4624,60.0301,-16.8832
9087,Sub500 InC-M50,131006.9248,0,0
9088,Sub500 InC-M250,655034.6241,0,0
9089,Sub500 InC-M500,1286490.08,0,0
9090,Sub500 InC-M1000,2568852.265,0,0
9091,Sub500 InC-M2000,5132517.293,0,0
9092,Sub501 InC-P25,77016.7684,0,0
9093,Sub501 InC-P50,154033.5368,0,0
9094,Sub501 InC-P250,770167.6842,0,0
9095,Sub501 InC-P500,1516756.201,0,0
9096,Sub501 InC-P1000,3029384.505,0,0
9097,Sub501 InC-P2000,6053581.774,0,0
9098,Sub501 InC-M25,65493.1872,0,0
9099,Sub501 InC-M50,130986.3745,0,0
9100,Sub501 InC-M250,654931.8724,0,0
9101,Sub501 InC-M500,1286284.577,0,0
9102,Sub501 InC-M1000,2568441.258,0,0
9103,Sub501 InC-M2000,5131695.28,0,0
9104,Sub502 InC-P25,77016.7684,0,0
9105,Sub502 InC-P50,154033.5368,0,0
9106,Sub502 InC-P250,770167.6842,0,0
9107,Sub502 InC-P500,1516756.201,0,0
9108,Sub502 InC-P1000,3029384.505,0,0
9109,Sub502 InC-P2000,6053581.774,0,0
9110,Sub502 InC-M25,65493.1872,0,0
9111,Sub502 InC-M50,130986.3745,0,0
9112,Sub502 InC-M250,654931.8724,0,0
9113,Sub502 InC-M500,1286284.577,0,0
9114,Sub502 InC-M1000,2568441.258,0,0
9115,Sub502 InC-M2000,5131695.28,0,0
9116,Sub503 InC-P25,76993.049,0,0
9117,Sub503 InC-P50,153986.0979,0,0
9118,Sub503 InC-P250,769930.4897,0,0
9119,Sub503 InC-P500,1516281.811,0,0
9120,Sub503 InC-P1000,3028435.727,0,0
9121,Sub503 InC-P2000,6051684.218,0,0
9122,Sub503 InC-M25,65469.4678,0,0
9123,Sub503 InC-M50,130938.9356,0,0
9124,Sub503 InC-M250,654694.6779,0,0
9125,Sub503 InC-M500,1285810.188,0,0
9126,Sub503 InC-M1000,2567492.48,0,0
9127,Sub503 InC-M2000,5129797.723,0,0
9128,Sub504 InC-P25,75575.0147,0,0
9129,Sub504 InC-P50,151150.0294,0,0
9130,Sub504 InC-P250,755750.1469,0,0
9131,Sub504 InC-P500,1487921.126,0,0
9132,Sub504 InC-P1000,2971714.356,0,0
9133,Sub504 InC-P2000,5938241.475,0,0
9134,Sub504 InC-M25,64051.4335,0,0
9135,Sub504 InC-M50,128102.867,0,0
9136,Sub504 InC-M250,640514.3351,0,0
9137,Sub504 InC-M500,1257449.502,0,0
9138,Sub504 InC-M1000,2510771.109,19.471,-4.1188
9139,Sub504 InC-M2000,5016354.981,0,0
9140,Sub505 InC-P25,77388.7165,0,0
9141,Sub505 InC-P50,154777.433,0,0
9142,Sub505 InC-P250,773887.1651,0,0
9143,Sub505 InC-P500,1524195.162,0,0
9144,Sub505 InC-P1000,3044262.429,0,0
9145,Sub505 InC-P2000,6083337.622,0,0
9146,Sub505 InC-M25,65865.1353,0,0
9147,Sub505 InC-M50,131730.2707,0,0
9148,Sub505 InC-M250,658651.3534,0,0
9149,Sub505 InC-M500,1293723.539,0,0
9150,Sub505 InC-M1000,2583319.182,0,0
9151,Sub505 InC-M2000,5161451.127,0,0
9152,Sub506 InC-P25,77837.968,0,0
9153,Sub506 InC-P50,155675.936,0,0
9154,Sub506 InC-P250,778379.68,0,0
9155,Sub506 InC-P500,1533180.192,0,0
9156,Sub506 InC-P1000,3062232.488,0,0
9157,Sub506 InC-P2000,6119277.74,0,0
9158,Sub506 InC-M25,66314.3868,0,0
9159,Sub506 InC-M50,132628.7736,0,0
9160,Sub506 InC-M250,663143.8682,0,0
9161,Sub506 InC-M500,1302708.568,0,0
9162,Sub506 InC-M1000,2601289.241,0,0
9163,Sub506 InC-M2000,5197391.246,0,0
9164,Sub507 InC-P25,74058.9716,0,0
9165,Sub507 InC-P50,148117.9433,0,0
9166,Sub507 InC-P250,740589.7163,0,0
9167,Sub507 InC-P500,1457600.265,0,0
9168,Sub507 InC-P1000,2911072.634,0,0
9169,Sub507 InC-P2000,5816958.03,0,0
9170,Sub507 InC-M25,62535.3904,0,0
9171,Sub507 InC-M50,125070.7809,0,0
9172,Sub507 InC-M250,625353.9045,0,0
9173,Sub507 InC-M500,1227128.641,0,0
9174,Sub507 InC-M1000,2450129.386,0,0
9175,Sub507 InC-M2000,4895071.536,0,0
9176,Sub508 InC-P25,74652.3063,0,0
9177,Sub508 InC-P50,149304.6127,0,0
9178,Sub508 InC-P250,746523.0634,0,0
9179,Sub508 InC-P500,1469466.959,0,0
9180,Sub508 InC-P1000,2934806.022,0,0
9181,Sub508 InC-P2000,5864424.807,0,0
9182,Sub508 InC-M25,63128.7252,0,0
9183,Sub508 InC-M50,126257.4503,0,0
9184,Sub508 InC-M250,631287.2516,0.8444,-14.9678
9185,Sub508 InC-M500,1238995.335,0,0
9186,Sub508 InC-M1000,2473862.775,0,0
9187,Sub508 InC-M2000,4942538.313,0,0
9188,Sub509 InC-P25,74809.2315,0,0
9189,Sub509 InC-P50,149618.463,0,0
9190,Sub509 InC-P250,748092.3152,0,0
9191,Sub509 InC-P500,1472605.463,-199870.3968,-84313.7898
9192,Sub509 InC-P1000,2941083.029,0,0
9193,Sub509 InC-P2000,5876978.822,0,0
9194,Sub509 InC-M25,63285.6503,0,0
9195,Sub509 InC-M50,126571.3007,0,0
9196,Sub509 InC-M250,632856.5034,0,0
9197,Sub509 InC-M500,1242133.839,0,0
9198,Sub509 InC-M1000,2480139.782,0,0
9199,Sub509 InC-M2000,4955092.328,0,0
9200,Sub510 InC-P25,77926.3681,0,0
9201,Sub510 InC-P50,155852.7361,0,0
9202,Sub510 InC-P250,779263.6805,0,0
9203,Sub510 InC-P500,1534948.193,0,0
9204,Sub510 InC-P1000,3065768.491,243.4067,-93.7043
9205,Sub510 InC-P2000,6126349.745,0,0
9206,Sub510 InC-M25,66402.7869,0,0
9207,Sub510 InC-M50,132805.5737,0,0
9208,Sub510 InC-M250,664027.8687,0,0
9209,Sub510 InC-M500,1304476.57,0,0
9210,Sub510 InC-M1000,2604825.243,0,0
9211,Sub510 InC-M2000,5204463.25,245166.3667,780.8787
9212,Sub511 InC-P25,79234.5376,0,0
9213,Sub511 InC-P50,158469.0752,0,0
9214,Sub511 InC-P250,792345.376,0,0
9215,Sub511 InC-P500,1561111.584,0,0
9216,Sub511 InC-P1000,3118095.272,0,0
9217,Sub511 InC-P2000,6231003.308,0,0
9218,Sub511 InC-M25,67710.9564,0,0
9219,Sub511 InC-M50,135421.9128,0,0
9220,Sub511 InC-M250,677109.5642,0,0
9221,Sub511 InC-M500,1330639.96,122467.3691,3721.0858
9222,Sub511 InC-M1000,2657152.025,0,0
9223,Sub511 InC-M2000,5309116.814,0,0
9224,Sub512 InC-P25,79078.4909,0,0
9225,Sub512 InC-P50,158156.9819,0,0
9226,Sub512 InC-P250,790784.9095,0,0
9227,Sub512 InC-P500,1557990.651,0,0
9228,Sub512 InC-P1000,3111853.406,0,0
9229,Sub512 InC-P2000,6218519.576,0,0
9230,Sub512 InC-M25,67554.9098,0,0
9231,Sub512 InC-M50,135109.8195,0,0
9232,Sub512 InC-M250,675549.0977,0,0
9233,Sub512 InC-M500,1327519.028,0,0
9234,Sub512 InC-M1000,2650910.159,0,0
9235,Sub512 InC-M2000,5296633.082,0,0
9236,BS-02,49890.0487,479.1062,82.0162
9237,GW-02,50529.9925,741.612,107.2839
9238,CC-02,121474.0481,339.2703,54.4557
9239,FM-02,81902.3576,5.025500003,-0.0616
9240,BS+GW-02,100420.0411,741.612,107.2839
9241,BS+CC-02,171364.0968,654.1298,103.9991
9242,BS+FM-02,131792.4063,480.8943,81.9596
9243,GW+CC-02,172004.0406,792.4308,119.3852
9244,GW+FM-02,132432.3501,744.7486,107.3049
9245,CC+FM-02,203376.4057,343.4548,54.2776
9246,BS+GW+CC-02,221894.0893,792.4308,119.3852
9247,BS+GW+FM-02,182322.3987,744.7486,107.3049
9248,BS+CC+FM-02,253266.4544,655.2839,103.8922
9249,GW+CC+FM-02,253906.3982,795.6105,119.41
9250,BS+GW+CC+FM-02,303796.4469,795.6105,119.41
9251,BS-01,134343.3566,164.8665,19.3612
9252,GW-01,136066.5899,162.3129,15.9032
9253,CC-01,327103.9375,172.9593,15.9815
9254,FM-01,220418.0327,6.485400002,-0.0591
9255,BS+GW-01,270409.9465,162.3129,15.9032
9256,BS+CC-01,461447.2941,273.0686,27.9459
9257,BS+FM-01,354761.3892,170.9594,19.3389
9258,GW+CC-01,463170.5275,274.8472,25.9775
9259,GW+FM-01,356484.6226,169.1652,15.9082
9260,CC+FM-01,547521.9702,182.1805,16.4968
