ID,Label,Cost,NitRed,SedRed
37464,GW+CC+FM1879,918234.2618,6202.3459,38.6132
37465,BS+GW+CC+FM1879,1075612.856,6202.3459,38.6132
37466,BS1880,18967.2506,6.332700003,122.3833
37467,GW1880,18940.9311,4.013900001,145.8923
37468,CC1880,51651.449,42.3854,90.2022
37469,FM1880,40109.5387,12.0971,-5.5405
37470,BS+GW1880,37908.1816,4.013900001,145.8923
37471,BS+CC1880,70618.6996,45.3239,166.7532
37472,BS+FM1880,59076.7893,17.5894,117.0175
37473,GW+CC1880,70592.3801,40.187,177.9067
37474,GW+FM1880,59050.4698,15.71,143.8154
37475,CC+FM1880,91760.9878,53.8216,86.8792
37476,BS+GW+CC1880,89559.6307,40.187,177.9067
37477,BS+GW+FM1880,78017.7204,15.71,143.8154
37478,BS+CC+FM1880,110728.2383,55.9818,164.3157
37479,GW+CC+FM1880,110701.9188,51.4309,177.3392
37480,BS+GW+CC+FM1880,129669.1694,51.4309,177.3392
37481,BS1881,89254.2797,-0.144899998,2.6896
37482,GW1881,89130.4279,-0.008299999,1.5182
37483,CC1881,243056.4653,5799.4975,10.0149
37484,FM1881,188590.1529,1986.4727,-1.3343
37485,BS+GW1881,178384.7076,-0.008299999,1.5182
37486,BS+CC1881,332310.745,5799.3453,12.4046
37487,BS+FM1881,277844.4326,1986.3638,1.2343
37488,GW+CC1881,332186.8933,5799.6554,12.6945
37489,GW+FM1881,277720.5809,1986.4631,0.1266
37490,CC+FM1881,431646.6183,7857.1715,9.7696
37491,BS+GW+CC1881,421441.173,5799.6554,12.6945
37492,BS+GW+FM1881,366974.8606,1986.4631,0.1266
37493,BS+CC+FM1881,520900.898,7857.0167,12.0811
37494,GW+CC+FM1881,520777.0462,7856.6639,12.2835
37495,BS+GW+CC+FM1881,610031.3259,7856.6639,12.2835
37496,BS1882,12820.1932,3.029400002,55.0134
37497,GW1882,12802.4035,85164.3643,5885.1303
37498,CC1882,34911.8367,400.6659,-189.7908
37499,FM1882,27123.9442,18.5114,-0.2126
37500,BS+GW1882,25622.5967,0.822600003,67.8107
37501,BS+CC1882,47732.0298,122550.2379,3797.967
37502,BS+FM1882,39944.1374,21.03,54.8949
37503,GW+CC1882,47714.2402,79.7583,80.0162
37504,GW+FM1882,39926.3477,19.2377,67.7462
37505,CC+FM1882,62035.7809,98.6543,39.681
37506,BS+GW+CC1882,60534.4333,79.7583,80.0162
37507,BS+GW+FM1882,52746.5409,19.2377,67.7462
37508,BS+CC+FM1882,74855.9741,99.4679,76.7803
37509,GW+CC+FM1882,74838.1844,96.8638,79.9482
37510,BS+GW+CC+FM1882,87658.3776,96.8638,79.9482
37511,BS1883,44462.002,41.3167,198.3411
37512,GW1883,44402.6232,-18.9587,149.6512
37513,CC1883,119870.6374,66.6367,245.5061
37514,FM1883,92112.1755,45.0959,-2.1175
37515,BS+GW1883,88864.6251,-18.9587,149.6512
37516,BS+CC1883,164332.6393,104.2924,360.5622
37517,BS+FM1883,136574.1774,77.1074,197.0037
37518,GW+CC1883,164273.2606,49.0638,355.4871
37519,GW+FM1883,136514.7987,25.7306,148.593
37520,CC+FM1883,211982.8129,109.5275,244.9304
37521,BS+GW+CC1883,208735.2625,49.0638,355.4871
37522,BS+GW+FM1883,180976.8006,25.7306,148.593
37523,BS+CC+FM1883,256444.8148,141.1229,360.2611
37524,GW+CC+FM1883,256385.4361,93.0573,355.0225
37525,BS+GW+CC+FM1883,300847.438,93.0573,355.0225
37526,BS1884,236302.3251,3.871600002,4.8596
37527,GW1884,235986.7445,0.023500003,0.1721
37528,CC1884,637076.8091,6518.3468,62.949
37529,FM1884,489362.8356,682.8206,0.0449
37530,BS+GW1884,472289.0696,0.023500003,0.1721
37531,BS+CC1884,873379.1342,6522.486,65.3312
37532,BS+FM1884,725665.1607,686.5316,4.9035
37533,GW+CC1884,873063.5536,6514.7791,65.8324
37534,GW+FM1884,725349.5801,682.84,0.2154
37535,CC+FM1884,1126439.645,7117.5439,62.3573
37536,BS+GW+CC1884,1109365.879,6514.7791,65.8324
37537,BS+GW+FM1884,961651.9052,682.84,0.2154
37538,BS+CC+FM1884,1362741.97,7121.4615,64.7312
37539,GW+CC+FM1884,1362426.389,7113.9751,65.209
37540,BS+GW+CC+FM1884,1598728.714,7113.9751,65.209
37541,BS1885,316942.1519,5.544500001,1.9857
37542,GW1885,316518.8772,0.1096,0.017
37543,CC1885,854483.7411,15655.0472,52.1769
37544,FM1885,656346.6265,2353.3162,0.5234
37545,BS+GW1885,633461.0291,0.1096,0.017
37546,BS+CC1885,1171425.893,15659.9749,53.8469
37547,BS+FM1885,973288.7784,2358.5765,2.5166
37548,GW+CC1885,1171002.618,15651.0316,54.047
37549,GW+FM1885,972865.5038,2353.4123,0.5422
37550,CC+FM1885,1510830.368,17802.333,51.3981
37551,BS+GW+CC1885,1487944.77,15651.0316,54.047
37552,BS+GW+FM1885,1289807.656,2353.4123,0.5422
37553,BS+CC+FM1885,1827772.52,17807.2287,53.0959
37554,GW+CC+FM1885,1827349.245,17798.2962,53.2798
37555,BS+GW+CC+FM1885,2144291.397,17798.2962,53.2798
37556,BS1886,408643.3586,10.2429,8.2402
37557,GW1886,408097.6174,0.0022,0.0543
37558,CC1886,1101712.422,28031.9393,52.4049
37559,FM1886,846235.6149,8059.0247,-0.9122
37560,BS+GW1886,816740.976,0.0022,0.0543
37561,BS+CC1886,1510355.781,28039.8317,58.5624
37562,BS+FM1886,1254878.974,8066.7013,7.097
37563,GW+CC1886,1509810.04,28036.1813,58.8962
37564,GW+FM1886,1254333.232,8059.0291,-0.8623
37565,CC+FM1886,1947948.037,36457.3637,38.8023
37566,BS+GW+CC1886,1918453.398,28036.1813,58.8962
37567,BS+GW+FM1886,1662976.591,8059.0291,-0.8623
37568,BS+CC+FM1886,2356591.396,36463.177,44.9603
37569,GW+CC+FM1886,2356045.654,36460.7204,45.2897
37570,BS+GW+CC+FM1886,2764689.013,36460.7204,45.2897
37571,BS1887,579546.8801,11.5114,12.1497
37572,GW1887,578772.8981,0.001600001,0.0004
37573,CC1887,1562472.468,17291.5632,158.6278
37574,FM1887,1200131.687,1934.0436,4.524
37575,BS+GW1887,1158319.778,0.001600001,0.0004
37576,BS+CC1887,2142019.348,17302.2556,165.7595
37577,BS+FM1887,1779678.567,1945.3959,16.4291
37578,GW+CC1887,2141245.366,17279.6182,165.4195
37579,GW+FM1887,1778904.585,1934.0469,4.5245
37580,CC+FM1887,2762604.155,19304.1087,158.9713
37581,BS+GW+CC1887,2720792.246,17279.6182,165.4195
37582,BS+GW+FM1887,2358451.465,1934.0469,4.5245
37583,BS+CC+FM1887,3342151.035,19314.6569,166.1155
37584,GW+CC+FM1887,3341377.053,19292.6377,165.6537
37585,BS+GW+CC+FM1887,3920923.933,19292.6377,165.6537
37586,BS1888,33404.1839,31.4382,160.0789
37587,GW1888,33359.5728,-14.6551,171.0691
37588,CC1888,90058.4913,210.6516,137.7702
37589,FM1888,69214.3538,91.1883,-6.3642
37590,BS+GW1888,66763.7567,-14.6551,171.0691
37591,BS+CC1888,123462.6753,5477.1733,431.1173
37592,BS+FM1888,102618.5377,120.0772,156.798
37593,GW+CC1888,123418.0641,203.1944,230.0861
37594,GW+FM1888,102573.9266,76.4358,169.2757
37595,CC+FM1888,159272.8451,308.4953,143.2711
37596,BS+GW+CC1888,156822.248,203.1944,230.0861
37597,BS+GW+FM1888,135978.1105,76.4358,169.2757
37598,BS+CC+FM1888,192677.029,326.9973,232.1203
37599,GW+CC+FM1888,192632.4179,303.1691,234.0776
37600,BS+GW+CC+FM1888,226036.6018,-7220.2433,-991.1318
37601,BS1889,186910.9295,10.0702,8.4852
37602,GW1889,186661.3109,0.019100003,0.6142
37603,CC1889,503916.4067,9488.8767,56.153
37604,FM1889,387086.2955,1376.7109,1.5182
37605,BS+GW1889,373572.2404,0.019100003,0.6142
37606,BS+CC1889,690827.3362,9498.7333,59.6888
37607,BS+FM1889,573997.225,-232804.0728,-88366.2487
37608,GW+CC1889,690577.7175,9488.713,58.7782
37609,GW+FM1889,573747.6063,1377.4201,2.0562
37610,CC+FM1889,891002.7021,10661.1338,58.4145
37611,BS+GW+CC1889,877488.647,9488.713,58.7782
37612,BS+GW+FM1889,760658.5358,1377.4201,2.0562
37613,BS+CC+FM1889,1077913.632,10670.852,61.7545
37614,GW+CC+FM1889,1077664.013,10660.7156,60.7935
37615,BS+GW+CC+FM1889,1264574.943,10660.7156,60.7935
37616,BS1890,94563.7788,40.8453,390.7889
37617,GW1890,94437.4925,-34.7727,380.6003
37618,CC1890,254944.5867,964.1194,380.398
37619,FM1890,195857.2191,333.6046,-2.8845
37620,BS+GW1890,189001.2714,-2008.8344,-319.0182
37621,BS+CC1890,349508.3656,1006.7504,589.867
37622,BS+FM1890,290420.998,365.248,388.82
37623,GW+CC1890,349382.0792,911.5635,588.6452
37624,GW+FM1890,290294.7116,298.6358,379.0907
37625,CC+FM1890,450801.8059,1326.0216,375.0047
37626,BS+GW+CC1890,443945.8581,911.5635,588.6452
37627,BS+GW+FM1890,384858.4905,298.6358,379.0907
37628,BS+CC+FM1890,545365.5847,1362.9103,581.9532
37629,GW+CC+FM1890,545239.2984,1295.2685,588.8777
37630,BS+GW+CC+FM1890,639803.0772,1295.2685,588.8777
37631,BS1891,565464.6431,65.6262,28.1155
37632,GW1891,564709.4865,-0.02,1.6448
37633,CC1891,1524496.499,41043.6901,102.8128
37634,FM1891,1170956.085,11861.6388,-8.6163
37635,BS+GW1891,1130174.13,-0.02,1.6448
37636,BS+CC1891,2089961.142,41099.1843,119.2437
37637,BS+FM1891,1736420.728,11919.0755,19.0408
37638,GW+CC1891,2089205.985,41034.7042,113.6828
37639,GW+FM1891,1735665.572,11861.6114,-6.8038
37640,CC+FM1891,2695452.584,53195.6393,98.8513
37641,BS+GW+CC1891,2654670.628,41034.7042,113.6828
37642,BS+GW+FM1891,2301130.215,11861.6114,-6.8038
37643,BS+CC+FM1891,3260917.227,53244.1144,115.1952
37644,GW+CC+FM1891,3260162.07,53186.2126,109.7327
37645,BS+GW+CC+FM1891,3825626.714,53186.2126,109.7327
37646,BS1892,27584.9647,102.3175,186.5461
37647,GW1892,27553.0346,-21.2449,214.8873
37648,CC1892,71792.3725,229.0562,147.3563
37649,FM1892,53221.8676,98.7235,-1.1504
37650,BS+GW1892,55137.9994,-21.2449,214.8873
37651,BS+CC1892,99377.3373,334.0329,257.1354
37652,BS+FM1892,80806.8323,82000.8433,1770.1773
37653,GW+CC1892,99345.4072,210.6512,272.9348
37654,GW+FM1892,80774.9022,77.2307,214.9208
37655,CC+FM1892,125014.2401,327.5899,146.7655
37656,BS+GW+CC1892,126930.3719,210.6512,272.9348
37657,BS+GW+FM1892,108359.867,77.2307,214.9208
37658,BS+CC+FM1892,152599.2049,405.7469,256.9644
37659,GW+CC+FM1892,152567.2748,307.594,272.8135
37660,BS+GW+CC+FM1892,180152.2395,307.594,272.8135
37661,BS1893,114522.1479,10.6111,7.3978
37662,GW1893,114389.5864,0.2533,3.217
37663,CC1893,298054.2763,6949.8677,23.0099
37664,FM1893,220799.0614,1236.927,0.2219
37665,BS+GW1893,228911.7343,0.2533,3.217
37666,BS+CC1893,412576.4242,6961.7023,26.4898
37667,BS+FM1893,335321.2092,1247.3703,7.539
37668,GW+CC1893,412443.8627,12210.4884,228.8388
37669,GW+FM1893,335188.6478,1237.2333,3.4387
37670,CC+FM1893,518853.3377,8079.5032,23.0379
37671,BS+GW+CC1893,526966.0106,6940.0309,25.8514
37672,BS+GW+FM1893,449710.7956,1237.2333,3.4387
37673,BS+CC+FM1893,633375.4856,8091.3977,26.5218
37674,GW+CC+FM1893,633242.9241,8073.9329,25.8584
37675,BS+GW+CC+FM1893,747765.072,8073.9329,25.8584
37676,BS1894,954949.8258,46.793,9.8877
37677,GW1894,953844.4541,0.000200003,0.0004
37678,CC1894,2485343.53,57079.5215,96.5571
37679,FM1894,1840779.221,10260.0434,3.3982
37680,BS+GW1894,1908794.28,0.000200003,0.0004
37681,BS+CC1894,3440293.356,57140.4199,104.283
37682,BS+FM1894,2795729.047,10306.2911,13.1365
37683,GW+CC1894,3439187.985,57053.7929,102.6001
37684,GW+FM1894,2794623.676,10260.0436,3.3992
37685,CC+FM1894,4326122.752,66505.3382,96.9009
37686,BS+GW+CC1894,4394137.81,57053.7929,102.6001
37687,BS+GW+FM1894,3749573.501,10260.0436,3.3992
37688,BS+CC+FM1894,5281072.578,66566.0212,104.6285
37689,GW+CC+FM1894,5279967.206,66474.7255,102.8712
37690,BS+GW+CC+FM1894,6234917.032,66474.7255,102.8712
37691,BS1895,116099.1901,451.8657,520.9552
37692,GW1895,115964.8032,-26.1149,473.6767
37693,CC1895,302158.6718,963.36,529.2996
37694,FM1895,223838.915,813305.0492,34495.1842
37695,BS+GW1895,232063.9933,-26.1149,473.6767
37696,BS+CC1895,418257.862,1425.8915,833.0575
37697,BS+FM1895,339938.1052,793.1488,519.528
37698,GW+CC1895,418123.475,945.9752,832.8585
37699,GW+FM1895,339803.7183,422.2089,473.3047
37700,CC+FM1895,525997.5869,1397.7401,528.4153
37701,BS+GW+CC1895,534222.6652,945.9752,832.8585
37702,BS+GW+FM1895,455902.9084,422.2089,473.3047
37703,BS+CC+FM1895,642096.777,1752.4196,832.3168
37704,GW+CC+FM1895,641962.3901,1382.7944,832.5008
37705,BS+GW+CC+FM1895,758061.5802,1376.597,831.9519
37706,BS1896,568744.1176,55.8892,28.0882
37707,GW1896,568367.9707,7814208.04,275451.2981
37708,CC1896,1332081.982,23048.8018,59.9327
37709,FM1896,869404.7658,5896.5497,-2.7319
37710,BS+GW1896,1137112.088,-0.0297,4.6069
37711,BS+CC1896,1900826.1,23088.5437,75.7179
37712,BS+FM1896,1438148.883,5946.316,25.5692
37713,GW+CC1896,1900449.953,23054.4448,71.4715
37714,GW+FM1896,1437772.737,5896.5158,1.9795
37715,CC+FM1896,2201486.748,29314.2737,60.0095
37716,BS+GW+CC1896,2469194.07,23054.4448,71.4715
37717,BS+GW+FM1896,2006516.854,5896.5158,1.9795
37718,BS+CC+FM1896,2770230.866,29349.4374,75.3496
37719,GW+CC+FM1896,2769854.719,29320.0038,71.5194
37720,BS+GW+CC+FM1896,3338598.836,29320.0038,71.5194
37721,BS1897,141138.2867,48.5882,439.2482
37722,GW1897,141044.9429,-45.4882,480.6411
37723,CC1897,330566.5286,1479.9961,345.9686
37724,FM1897,215816.4076,384.5174,-4.0567
37725,BS+GW1897,282183.2295,-45.4882,480.6411
37726,BS+CC1897,471704.8153,1530.3627,614.6757
37727,BS+FM1897,356954.6943,425.3852,437.1185
37728,GW+CC1897,471611.4715,1451.6143,647.7248
37729,GW+FM1897,356861.3505,338.8096,479.091
37730,CC+FM1897,546382.9363,-5289.1617,-1082.1658
37731,BS+GW+CC1897,612749.7582,1451.6143,647.7248
37732,BS+GW+FM1897,497999.6372,338.8096,479.091
37733,BS+CC+FM1897,687521.2229,1898.1128,613.4993
37734,GW+CC+FM1897,687427.8792,1823.4544,646.7835
37735,BS+GW+CC+FM1897,828566.1658,153885.5836,2636.6756
37736,BS1898,57164.8706,16.649,230.217
37737,GW1898,57127.0638,-28.5071,296.1735
37738,CC1898,133888.4954,662.7807,158.048
37739,FM1898,87464.4462,170.477,-8.959
37740,BS+GW1898,114291.9345,-28.5071,296.1735
37741,BS+CC1898,191053.3661,680.926,300.3088
37742,BS+FM1898,144629.3169,183.7218,225.2952
37743,GW+CC1898,191015.5593,642.8289,341.5691
37744,GW+FM1898,144591.5101,141.5287,297.6607
37745,CC+FM1898,221352.9417,819.9752,156.8794
37746,BS+GW+CC1898,248180.4299,642.8289,341.5691
37747,BS+GW+FM1898,201756.3807,141.5287,297.6607
37748,BS+CC+FM1898,278517.8123,835.6076,299.6334
37749,GW+CC+FM1898,278480.0055,799.1308,341.1818
37750,BS+GW+CC+FM1898,335644.8761,799.1308,341.1818
37751,BS1899,110759.7049,18.0223,11.6003
37752,GW1899,110686.4524,-0.387599997,7.3744
37753,CC1899,259415.443,1211.8513,-1229.2334
37754,FM1899,169383.2537,1150.8805,-0.4116
37755,BS+GW1899,221446.1573,-0.387599997,7.3744
37756,BS+CC1899,370175.1479,4514.2197,20.109
37757,BS+FM1899,280142.9585,1166.6693,11.2213
37758,GW+CC1899,370101.8954,4501.4753,18.7484
37759,GW+FM1899,280069.7061,1152.7579,6.3507
37760,CC+FM1899,428798.6966,5722.1319,13.7394
37761,BS+GW+CC1899,480861.6003,4501.4753,18.7484
37762,BS+GW+FM1899,390829.4109,8486.09,429.9622
37763,BS+CC+FM1899,539558.4015,5733.4329,20.2241
37764,GW+CC+FM1899,539485.149,5722.5344,18.8217
37765,BS+GW+CC+FM1899,650244.8539,5722.5344,18.8217
37766,BS1900,336079.2128,853.8439,1036.9519
37767,GW1900,335810.4227,-125.0359,884.8288
37768,CC1900,811570.8222,3008.7561,936.3891
37769,FM1900,551189.3443,1056.2028,-556.2179
37770,BS+GW1900,671889.6355,-125.0359,884.8288
37771,BS+CC1900,1147650.035,3828.1902,1644.6628
37772,BS+FM1900,887268.5571,1900.7557,1026.2676
37773,GW+CC1900,1147381.245,2909.2777,1652.9312
37774,GW+FM1900,886999.767,1057.4791,876.5381
37775,CC+FM1900,1362760.167,4176.2481,948.2033
37776,BS+GW+CC1900,1483460.458,2909.2777,1652.9312
37777,BS+GW+FM1900,1223078.98,1057.4791,876.5381
37778,BS+CC+FM1900,1698839.379,4860.4277,1653.1338
37779,GW+CC+FM1900,1698570.589,4077.5167,1658.3684
37780,BS+GW+CC+FM1900,2034649.802,4077.5167,1658.3684
37781,BS1901,895143.3014,138.8979,37.5839
37782,GW1901,894427.3818,-0.200399999,4.1951
37783,CC1901,2161609.994,37089.9902,142.742
37784,FM1901,1467965.017,7474.6868,0.3413
37785,BS+GW1901,1789570.683,-18.5904,2.1487
37786,BS+CC1901,3056753.295,37205.9658,163.3194
37787,BS+FM1901,2363108.318,7612.8127,37.9251
37788,GW+CC1901,3056037.375,37126.9481,162.282
37789,GW+FM1901,2362392.399,7474.5041,4.5701
37790,CC+FM1901,3629575.01,43955.9217,143.6109
37791,BS+GW+CC1901,3951180.677,37126.9481,162.282
37792,BS+GW+FM1901,3257535.7,6097218.68,206477.4109
37793,BS+CC+FM1901,4524718.312,44071.7539,163.627
37794,GW+CC+FM1901,4524002.392,43982.4008,162.9789
37795,BS+GW+CC+FM1901,5419145.694,43982.4008,162.9789
37796,BS1902,95005.6892,161.0202,553.4277
37797,GW1902,94929.7054,-90.8502,691.7551
37798,CC1902,229421.6434,897.6696,412.266
37799,FM1902,155867.3298,318.2656,-7.537
37800,BS+GW1902,189935.3946,-219.105,681.2168
37801,BS+CC1902,324427.3326,1045.5276,773.4623
37802,BS+FM1902,250873.019,454.3493,548.6033
37803,GW+CC1902,324351.3488,823.75,868.2911
37804,GW+FM1902,250797.0352,226.7005,689.5964
37805,CC+FM1902,385288.9732,1217.2316,408.9242
37806,BS+GW+CC1902,419357.038,823.75,868.2911
37807,BS+GW+FM1902,345802.7244,226.7005,689.5964
37808,BS+CC+FM1902,480294.6624,1341.404,768.8657
37809,GW+CC+FM1902,480218.6786,1141.5417,874.4174
37810,BS+GW+CC+FM1902,575224.3678,1141.5417,874.4174
37811,BS1903,198715.8018,48.6742,35.8775
37812,GW1903,198556.8725,-2.247299999,21.3606
37813,CC1903,479862.9029,8192.5116,63.5214
37814,FM1903,325935.3241,1665.8715,-0.6146
37815,BS+GW1903,397272.6743,-2.247299999,21.3606
37816,BS+CC1903,678578.7047,8181.6041,83.3215
37817,BS+FM1903,524651.1259,1714.1584,35.4571
37818,GW+CC1903,678419.7753,8143.9451,82.3557
37819,GW+FM1903,524492.1965,1663.5854,21.0308
37820,CC+FM1903,805798.2269,9671.8457,66.5751
37821,BS+GW+CC1903,877135.5771,8143.9451,82.3557
37822,BS+GW+FM1903,723207.9983,1663.5854,21.0308
37823,BS+CC+FM1903,1004514.029,9713.4642,83.6198
37824,GW+CC+FM1903,1004355.099,9674.9606,82.707
37825,BS+GW+CC+FM1903,1203070.901,9674.9606,82.707
37826,BS1904,108433.5299,70.4599,567.1554
37827,GW1904,108361.8946,-64.5881,736.0032
37828,CC1904,253925.4404,1205.1526,358.5949
37829,FM1904,165765.2455,350.4987,-43.8849
37830,BS+GW1904,216795.4245,-64.5881,736.0032
37831,BS+CC1904,362358.9703,1286.5437,723.5274
37832,BS+FM1904,274198.7755,410.0903,537.7185
37833,GW+CC1904,362287.3349,1155.3403,846.7211
37834,GW+FM1904,274127.1401,284.0856,725.2611
37835,CC+FM1904,419690.6859,1539.8259,355.8458
37836,BS+GW+CC1904,470720.8649,1155.3403,846.7211
37837,BS+GW+FM1904,382560.67,284.0856,725.2611
37838,BS+CC+FM1904,528124.2159,1613.1112,721.9733
37839,GW+CC+FM1904,528052.5805,1488.8994,845.839
37840,BS+GW+CC+FM1904,636486.1104,1488.8994,845.839
37841,BS1905,257844.1465,53.0193,48.363
37842,GW1905,257673.8047,-2.022299998,29.9522
37843,CC1905,603809.435,12569.8054,69.5301
37844,FM1905,394050.6328,3098.5369,0.0214
37845,BS+GW1905,515517.9512,-2.022299998,29.9522
37846,BS+CC1905,861653.5815,12611.572,93.8683
37847,BS+FM1905,651894.7793,3145.276,48.4023
37848,GW+CC1905,861483.2397,12568.5065,88.4976
37849,GW+FM1905,651724.4375,3096.4977,30.0847
37850,CC+FM1905,997860.0678,15782.0907,69.4546
37851,BS+GW+CC1905,1119327.386,12568.5065,88.4976
37852,BS+GW+FM1905,909568.584,3096.4977,30.0847
37853,BS+CC+FM1905,1255704.214,15818.5384,93.792
37854,GW+CC+FM1905,1255533.873,15780.6792,88.3915
37855,BS+GW+CC+FM1905,1513378.019,15780.6792,88.3915
37856,BS1906,419385.0219,74.5849,65.4849
37857,GW1906,419107.9599,-2.018299997,33.5456
37858,CC1906,982099.5997,20410.813,107.5801
37859,FM1906,640869.916,5030.2213,0.2134
37860,BS+GW1906,838492.9817,-2.018299997,33.5456
37861,BS+CC1906,1401484.622,20469.5823,140.6054
37862,BS+FM1906,1060254.938,5096.2103,65.6606
37863,GW+CC1906,1401207.56,20409.9937,132.18
37864,GW+FM1906,1059977.876,5028.1815,33.8711
37865,CC+FM1906,1622969.516,25627.8736,107.463
37866,BS+GW+CC1906,1820592.582,20409.9937,132.18
37867,BS+GW+FM1906,1479362.898,5028.1815,33.8711
37868,BS+CC+FM1906,2042354.538,25679.1923,140.4911
37869,GW+CC+FM1906,2042077.476,25626.7947,132.1574
37870,BS+GW+CC+FM1906,2461462.498,25626.7947,132.1574
37871,BS1907,264099.4272,137.7488,1161.9116
37872,GW1907,263924.9529,-113.0691,1357.1214
37873,CC1907,618457.8091,3040.3608,869.6745
37874,FM1907,403608.1141,870.8945,-77.1243
37875,BS+GW1907,528024.3801,-113.0691,1357.1214
37876,BS+CC1907,882557.2363,3208.2136,1601.7046
37877,BS+FM1907,667707.5414,988.3504,1096.5227
37878,GW+CC1907,882382.762,2946.0284,1795.5503
37879,GW+FM1907,667533.067,756.2162,1316.5218
37880,CC+FM1907,1022065.923,3893.2625,863.8233
37881,BS+GW+CC1907,1146482.189,2946.0284,1795.5503
37882,BS+GW+FM1907,931632.4943,756.2162,1316.5218
37883,BS+CC+FM1907,1286165.35,4052.8041,1597.9673
37884,GW+CC+FM1907,1285990.876,3804.6287,1792.982
37885,BS+GW+CC+FM1907,1550090.303,3804.6287,1792.982
37886,BS1908,93641.7934,34.5103,173.6231
37887,GW1908,93542.1749,45.3944,215.4825
37888,CC1908,239165.2412,100.4873,216.962
37889,FM1908,173564.8442,7.145600002,-2.3241
37890,BS+GW1908,187183.9683,45.3944,215.4825
37891,BS+CC1908,332807.0346,121.7157,293.0712
37892,BS+FM1908,267206.6376,41.5562,172.0189
37893,GW+CC1908,332707.4161,124.2642,305.0526
37894,GW+FM1908,267107.0191,52.6848,214.77
37895,CC+FM1908,412730.0854,106.5916,216.5548
37896,BS+GW+CC1908,426349.2095,124.2642,305.0526
37897,BS+GW+FM1908,360748.8125,52.6848,214.77
37898,BS+CC+FM1908,506371.8788,127.7952,292.8313
37899,GW+CC+FM1908,506272.2604,130.5327,304.9062
37900,BS+GW+CC+FM1908,599914.0537,130.5327,304.9062
37901,BS1909,65633.5688,1.621200003,5.5736
37902,GW1909,65563.7462,1.420600001,4.8196
37903,CC1909,167631.009,188.6854,12.5168
37904,FM1909,121667.991,12.7043,0.1124
37905,BS+GW1909,131197.3149,1.420600001,4.8196
37906,BS+CC1909,233264.5778,189.5991,14.2831
37907,BS+FM1909,187301.5598,15.2497,-10.3156
37908,GW+CC1909,233194.7552,190.58,13.9832
37909,GW+FM1909,187231.7372,14.0876,4.9255
37910,CC+FM1909,289299,199.421,12.5918
37911,BS+GW+CC1909,298828.324,190.58,13.9832
37912,BS+GW+FM1909,252865.306,14.0876,4.9255
37913,BS+CC+FM1909,354932.5688,200.3403,14.3565
37914,GW+CC+FM1909,354862.7462,201.3915,14.0729
37915,BS+GW+CC+FM1909,420496.315,201.3915,14.0729
37916,BS1910,104918.7457,53.9677,321.3956
37917,GW1910,104807.1305,76.2598,454.5144
37918,CC1910,267967.0714,81.1876,402.3229
37919,FM1910,194460.0758,6.175300002,-1.1083
37920,BS+GW1910,209725.8762,-44366.3221,-12343.1599
37921,BS+CC1910,372885.817,128.7916,570.7745
37922,BS+FM1910,299378.8215,57.9428,320.6234
37923,GW+CC1910,372774.2019,140.9627,623.5757
37924,GW+FM1910,299267.2064,82.4415,454.3103
37925,CC+FM1910,462427.1472,85.103,378.4269
37926,BS+GW+CC1910,477692.9476,140.9627,623.5757
37927,BS+GW+FM1910,404185.9521,82.4415,454.3103
37928,BS+CC+FM1910,567345.8929,130.7751,551.1857
37929,GW+CC+FM1910,567234.2777,145.2816,617.783
37930,BS+GW+CC+FM1910,672153.0234,145.2816,617.783
37931,BS1911,114193.35,10.1303,32.864
37932,GW1911,114071.8683,7.240700003,27.9338
37933,CC1911,291654.8169,160.2864,43.9994
37934,FM1911,211645.1272,22.7714,-0.2242
37935,BS+GW1911,228265.2183,7.240700003,27.9338
37936,BS+CC1911,405848.1669,166.0144,56.6013
37937,BS+FM1911,325838.4772,32.4556,32.6876
37938,GW+CC1911,405726.6852,173.5402,53.8606
37939,GW+FM1911,325716.9955,29.9926,27.8208
37940,CC+FM1911,503299.9441,20163112.67,1027668.003
37941,BS+GW+CC1911,519920.0352,21046746.78,1055006.005
37942,BS+GW+FM1911,439910.3455,29.9926,27.8208
37943,BS+CC+FM1911,617493.2941,191.545,57.3978
37944,GW+CC+FM1911,617371.8124,197.9013,54.3242
37945,BS+GW+CC+FM1911,731565.1624,197.9013,54.3242
37946,BS1912,190695.5857,24.7464,84.9151
37947,GW1912,190492.7191,20.0403,64.9488
37948,CC1912,487044.8773,341.0035,160.5609
37949,FM1912,353397.2502,28.6383,-1.1592
37950,BS+GW1912,381188.3048,20.0403,64.9488
37951,BS+CC1912,677740.463,353.6065,189.986
37952,BS+FM1912,544092.8359,53.4449,83.8545
37953,GW+CC1912,677537.5964,363.3453,174.3128
37954,GW+FM1912,543889.9693,48.7852,64.0483
37955,CC+FM1912,840442.1276,369.2718,159.2104
37956,BS+GW+CC1912,868233.1821,363.3453,174.3128
37957,BS+GW+FM1912,734585.555,48.7852,64.0483
37958,BS+CC+FM1912,1031137.713,381.8955,188.8909
37959,GW+CC+FM1912,1030934.847,392.0025,173.918
37960,BS+GW+CC+FM1912,1221630.432,392.0025,173.918
37961,BS1913,201761.8183,188.6043,930.2521
37962,GW1913,201547.1792,222.2218,1065.2681
37963,CC1913,515308.5201,329.8127,1285.0787
37964,FM1913,373902.0362,13.2658,-3.0506
